

<<START>>,<<FMS_GTA_PG_INV_MST>>,,, 	(18-AUG-2025 12:31:27)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TRANSPORTER_MAP,CONT_MAP,MDQ,TIMESTAMP,

TOTAL DATA EXTRACTED :,1382 ,,, 	(18-AUG-2025 12:31:32)
 
<<END>>,<<FMS_GTA_PG_INV_MST>>,,, 	(18-AUG-2025 12:31:32)
 

<<START>>,<<FMS_GTA_FFLOW_INV_MST>>,,, 	(18-AUG-2025 12:31:32)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TRANSPORTER_MAP,CONT_MAP,MDQ,TIMESTAMP,

TOTAL DATA EXTRACTED :,341 ,,, 	(18-AUG-2025 12:31:33)
 
<<END>>,<<FMS_GTA_FFLOW_INV_MST>>,,, 	(18-AUG-2025 12:31:33)
 

<<START>>,<<FMS_GTA_FFLOW_INV_DTL>>,,, 	(18-AUG-2025 12:31:33)
 
COMPANY_CD,COUNTERPARTY_CD,CONTRACT_TYPE,INVOICE_NO,INVOICE_TYPE,TIMESTAMP,
Gail,16-1-1-16-1603-1021,FGSA,UPG2A25109000731,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1603-1021,FGSA,UPG2A25109000732,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1603-1021,FGSA,UPG2A25109002590,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1603-1361,FGSA,UPG2A23109013679,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1603-1361,FGSA,UPG2A23109014653,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1603-1361,FGSA,UPG2A23109014653,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1282,Tender,UPG2A23109003774,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109010761,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109010762,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109012610,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1601-1361,FGSA,UPG2A24109005824,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109013099,TC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109013478,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109013478,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109013479,IC, 	(18-AUG-2025 12:31:33)
Gail,16-1-1-16-1604-1101,FGSA,UPG2A24109015309,TC, 	(18-AUG-2025 12:31:33)
